submission_TITLE,submission_ABSTRACT,KEYWORDS_SELECTION
Multivariate mediation analysis with voxel-based morphometry revealed the neurodegeneration pathways from genetic variants to Alzheimer's Disease,"Neurodegenerative processes are increasingly recognized as potential causative factors in Alzheimer's disease (AD) pathogenesis. While many studies have leveraged mediation analysis models to elucidate the underlying mechanisms linking genetic variants to AD diagnostic outcomes, the majority have predominantly focused on regional brain measure as a mediator, thereby compromising the granularity of the imaging data. In our investigation, using the imaging genetics data from a landmark AD cohort, we contrasted both region-based and voxel-based brain measurements as imaging endophenotypes, and examined their roles in mediating genetic effects on AD outcomes. Our findings underscored that using voxel-based morphometry offers enhanced statistical power. Moreover, we delineated specific mediation pathways between SNP, brain volume, and AD outcomes, shedding light on the intricate relationship among these variables.","['Genotype-phenotype association studies (including GWAS)', 'Biomarker discovery and development', 'Data-driven research and discovery']"
Comparison Between Patient Self-Reported Symptoms and Structured Physician Documentation at Primary Care Visits,Accuracy of symptomatology is critical to unbiased real-world data (RWD) studies with electronic health records (EHR). In this study we evaluated the accuracy and completeness of patient self-reported symptoms at primary care visits compared to physician coding in the EHR. We find that patients self-report symptoms up to nine times more than physician structured documentation. Our results suggest that combining structured codes and patient self-report should enhance the validity of symptom outcomes in RWD studies.,"['Data quality', 'Data/system integration, standardization and interoperability', 'Outcomes research, clinical epidemiology, population health']"
Prospective Performance and Clinical Burden Analysis of the Deterioration Risk Index,"In August 2021, we deployed the Deterioration Risk Index, a novel machine learning algorithm aimed at early identification of pediatric patients at risk of clinical deterioration. Our hospital has since achieved a 25% reduction in deterioration events, with DRI identifying 51% of deteriorating patients with at least 2 hours of lead time. Analysis of EHR data related to DRI alarms and associated situational awareness criteria highlight important opportunities for improved situational awareness program education.","['Clinical decision support for translational/data science interventions', 'Machine learning and predictive modeling', 'Implementation Science']"
Automated Information Extraction from Thyroid Operation Narrative: A Comparative Study of GPT-4 and fine-tuned KoELECTRA,"In the rapidly evolving field of healthcare, the integration of artificial intelligence (AI) has become a pivotal component in the automation of clinical workflows, ushering in a new era of efficiency and accuracy. This study focuses on the transformative capabilities of the fine-tuned KoELECTRA model in comparison to the GPT-4 model, aiming to facilitate automated information extraction from thyroid operation narratives. The current research landscape is dominated by traditional methods heavily reliant on regular expressions, which often face challenges in processing free-style text formats containing critical details of operation records, including frozen biopsy reports. Addressing this, the study leverages advanced natural language processing (NLP) techniques to foster a paradigm shift towards more sophisticated data processing systems. Through this comparative study, we aspire to unveil a more streamlined, precise, and efficient approach to document processing in the healthcare domain, potentially revolutionizing the way medical data is handled and analyzed.","['Natural Language Processing', 'Informatics research/biomedical informatics research methods', 'Clinical and research data collection, curation, preservation, or sharing']"
Deep Cluster Interpretation of SDoH Subtypes: Towards Human-Centered AI Systems,"Although recent studies have identified social determinants of health (SDoH) subtypes, their interpretation requires human experts with domain knowledge that is broad and deep. Here we investigate whether and how large language models such as GPT-4, can complement human experts' interpretation of SDoH subtypes. The results suggest that while well-designed GPT-4 prompts can generate broad and systematic interpretations of SDoH subtypes, they lack deep integrative concepts spanning multiple subtypes generated by human experts.","['Social determinants of health', 'Data mining and knowledge discovery', 'Natural Language Processing']"
A Study of Biomedical Relation Extraction Using GPT Models,"Relation Extraction (RE) is a natural language processing (NLP) task for extracting the semantic relations between the biomedical entities. Recent developments in the pre-trained large language models (LLM) motivated the NLP researchers to use them for various NLP tasks. We investigated GPT-3.5-turbo and GPT-4 on extracting the relations from two standard datasets, EU-ADR and Gene Associations Database (GAD). Unlike the existing approaches using dataset with masked entities, we used three versions for each dataset for our experiment: a version with masked entities, a second version with original entities (unmasked), and a third version with abbreviations replaced with original terms. We developed the prompts for various versions and used the chat completion model from GPT API. Our approach achieved a F1-score of 0.4983 to 0.8092 for GPT-3.5-turbo, and a highest F1-score of 0.8462 for GPT-4. For certain experiments, the performance of GPT, BioBERT, and PubMedBERT are almost the same.","['Natural Language Processing', 'Informatics research/biomedical informatics research methods', 'Reproducible research methods and tools']"
The Social Determinants of Health of Healthy Aging: An Investigation Using the All of Us Cohort,"An aging population is a salient issue worldwide. In this study, we investigated the relationship between social determinants of health (SDoH) and healthy aging. We created a composite healthy aging score considering an individual's age (>75), comorbidities, cognitive ability, and quality of life. We used the AllofUs dataset and exhaustively investigated various sources of SDoH information in AllofUs. Our results showed that various SDoH (e.g., access to free recreational facilities) are strong predictors of healthy aging.","['Data-driven research and discovery', 'Machine learning and predictive modeling', 'Outcomes research, clinical epidemiology, population health']"
Nurse Satisfaction with Machine Learning Derived Clinical Decision Support System Explanations: Examining the Influence of Design Features,"This study examined nurse satisfaction with explanatory displays for Machine Learning (ML) Clinical Decision Support (CDS) tools that predict patients at risk for adverse events. Participants rated displays higher for supporting understanding of ML model workings, explanation satisfaction, and usefulness. However, understanding tool usage, accuracy, and trust in the model received lower ratings. The format and complexity of displays did not significantly impact nurse satisfaction. Future research should emphasize real-world experiences across diverse healthcare settings.","['Clinical decision support for translational/data science interventions', 'Learning healthcare system', 'Machine learning and predictive modeling']"
Counterfactual Sepsis Outcome Prediction Under Dynamic and Time-Varying Treatment Regimes,"Sepsis is a life-threatening condition that occurs when the body's normal response to an infection is out of balance. A key part of managing sepsis involves the administration of intravenous fluids and vasopressors, but prescribing the correct balance of interventions is challenging since both under- and over-resuscitation can lead to adverse outcomes. In this work, we explore the development of G-Net, a deep learning approach to G-computation, to analyze outcomes under counterfactual treatment strategies in a real-world cohort of sepsis patients, using observational data collected from the intensive care unit. We evaluate multiple implementations of G-Net and find that an LSTM-based model performs better than its linear counterpart when predicting patient outcomes and changes in patient physiology over time. We then demonstrate that this model is able to generate counterfactual estimates under alternative regimes that are physiologically plausible as validated by expert clinicians. We hope this work may further improve treatment outcomes for sepsis patients in the ICU and contribute to the advancement of meaningful decision-making tools in clinical practice.","['Clinical decision support for translational/data science interventions', 'Machine learning and predictive modeling', 'Outcomes research, clinical epidemiology, population health']"
Synthetic Cohort Data Generation in the All of Us Research Program,"This abstract reports on two synthetically generated participant datasets in the All of Us Research Program, each corresponding to a predefined phenotype (type 2 diabetes and breast cancer). We briefly describe how we, a team affiliated with the Data and Research Center (DRC) of All of Us, developed and evaluated the generated synthetic data, as well as the policy and process designed to access the data for the broader research community.","['Data security and privacy', 'Data sharing / interoperability', 'Health Information and biomedical data dissemination strategies']"
Comparison of Prompt Engineering and Fine-Tuning Strategies in Large Language Models in the Classification of Clinical Notes,"The emerging large language models (LLMs) are actively evaluated in various business sectors including healthcare. Most studies have focused on established benchmarks and standard parameters; however, the variation and impact of prompt engineering and fine-tuning strategies have not been fully explored. Here, using the identification of patients with metastatic cancer from discharge summaries as an example, we extensively compared a wide range of prompting and fine-tuning approaches in popular LLMs including GPT-3.5, GPT-4, Bard, and Llama-7b. We also compared these with previously presented BERT models as well as results manually annotated by medical fellows. We observed that prompts with instruction of reasoning steps outperformed those with a simple description of the task and GPT-4 had the best overall performance among all LLMs. Interestingly, we did not observe additional benefits from few-shot learning or fine-tuning approaches. A well-crafted prompt under the context of zero-shot learning in GPT-4 resulted in remarkable performance, and the result remained robust even when keywords related to metastatic cancer were deleted or half of the tokens were randomly removed from the input text. Nevertheless, all the models are inferior to domain experts in this task, suggesting room for further improvement in LLMs. Moreover, due to privacy concerns about API-based tools, better fine-tuning strategies for open-source models are needed for implementation in the healthcare system.","['Natural Language Processing', 'Informatics research/biomedical informatics research methods', 'Machine learning and predictive modeling']"
FERI: A Multitask-based Fairness Achieving Algorithm with Applications to Fair Organ Transplantation,"Liver transplantation often faces fairness challenges across subgroups defined by sensitive attributes like age group, gender, and race/ethnicity. Machine learning models for outcome prediction can introduce additional biases. To address these, we introduce Fairness through the Equitable Rate of Improvement in Multitask Learning (FERI) algorithm for fair predictions of graft failure risk in liver transplant patients. FERI constrains subgroup loss by balancing learning rates and preventing subgroup dominance in the training process. Our experiments show that FERI maintains high predictive accuracy with AUROC and AUPRC comparable to baseline models. More importantly, FERI demonstrates an ability to improve fairness without sacrificing accuracy. Specifically, for gender, FERI reduces the demographic parity disparity by 71.74%, and for the age group, it decreases the equalized odds disparity by 40.46%. Therefore, the FERI algorithm advances fairness-aware predictive modeling in healthcare and provides an invaluable tool for equitable healthcare systems.","['Biomedical informatics and data science workforce education', 'Machine learning and predictive modeling', 'Ethical, legal, and social issues']"
Practical OMOP: Daily Updates Leveraging the Epic EHR's Native Tools,"To begin participating in OHDSI network studies, we leveraged Epic's Caboodle extract-transform-load (ETL) framework for efficient population of OMOP Common Data Model tables with a full set of our Epic EHR data. Our CTSA hub successfully implemented 25 OMOP tables as shareable Caboodle code, providing nightly updates covering one's full history on the Epic EHR. Using Caboodle's capabilities, health systems can streamline OMOP implementation, optimizing cost and broadening the OHDSI network representation.","['Data transformation/ETL', 'Open Science for biomedical research and translational medicine', 'Secondary use of EHR data']"
Transatlantic Phenotype Alignment for Post Acute Sequelae of SARS-CoV-2 (PASC): Mapping Challenges Across ICD10 and SNOMED Vocabularies,"This paper describes the unexpected challenges arising when translating across US- and UK-developed computable phenotypes arising from missing ICD10/SNOMED mappings for commonly-used diagnostic terms. These code-level disparities need to be addressed before we can focus on higher-level challenges such as population bias, and health system variations, all of which contribute to relatively few successful trans-Atlantic observational studies.","['EHR-based phenotyping', 'Ontologies']"
"RescueGPT: Recognition, Extraction, Surveillance, and Conceptualization Using Emergency Medical Service Notes with a Zero-Shot Approach with Large Language Models -- A Pilot Study","Our study aims to develop an automated tool to identify preventable adverse events in pediatric out-of-hospital cardiac arrest (OHCA) cases. The tool, called RescureGPT, leverages a language learning model (LLM) to analyze unstructured data from Emergency Medical Service notes. Our model extracts critical information from the notes, including patient age, rhythm, weight, and details of any procedural complications. Initial results show promising levels of accuracy and effectiveness. The tool has the potential to significantly improve the detection rate of adverse safety events, increasing the pace and scale of detection, while reducing costs.","['Data mining and knowledge discovery', 'Natural Language Processing', 'Ontologies']"
LLMs for Precision Psychiatry: A Preliminary Evaluation of Large Language Models for Automated Extraction of OPCRIT Symptom Rating,"Clinical notes contain valuable information about a patient's psychiatric symptoms and phenotypes. Manual review of notes to extract this information is inefficient. Recent advances in natural language processing using large language models present opportunities to accurately and automatically extract psychiatric phenotypes from free text. In this work, we evaluate large language models in a zero-shot setting for their ability to extract diverse psychiatric phenotypes that range from keyword identification corresponding to specific, directly observable symptoms like irritability, as well as abstract phenotypes requiring reading comprehension, such as responding to hallucinations.","['Natural Language Processing', 'EHR-based phenotyping', 'Data-driven research and discovery']"
Voice-Enabled Response Analysis Agent (VERAA): Leveraging Large Language Models to Map Voice Responses in SDoH Survey,"Social Determinants of Health (SDoH) have been shown to have profound impacts on health-related outcomes, yet this data suffers from high rates of missingness in electronic health records (EHR). Moreover, limited English proficiency in the United States can be a barrier to communication with health care providers. In this study, we have designed a multilingual conversational agent capable of conducting SDoH surveys for use in healthcare environments. The agent asks questions in the patient's native language, translates responses into English, and subsequently maps these responses via a large language model (LLM) to structured options in a SDoH survey. This tool can be extended to a variety of survey instruments in either hospital or home settings, enabling the extraction of structured insights from free-text answers. The proposed approach heralds a shift towards more inclusive and insightful data collection, marking a significant stride in SDoH data enrichment for optimizing health outcome predictions and interventions.","['Social determinants of health', 'Machine learning and predictive modeling', 'Clinical and research data collection, curation, preservation, or sharing']"
Predicting the Disposition of Patients Undergoing Primary Total Hip and Total Knee Arthroplasty Using Machine Learning,"Total knee replacement (TKR) and total hip replacement (THR) are frequently performed surgeries in the United States and the disposition at discharge (home vs. facility) is an important outcome with clinical and financial implications. Regional anesthesia has been associated to reduced hospital stay in the literature and to higher odds to be discharged home in a recent paper published by our department. Machine Learning (ML) has been frequently used in medicine but its use to predict disposition after surgery has not been explored before. Using the same dataset used in our prior publication on the association of type of anesthesia to disposition, we tested the ability of different ML models to correctly classify disposition after THK and THR using precision, recall, F-1 score, accuracy, area under the receiver operating characteristics curve (AUROC) and area under the precision-recall curve (AUPRC) as standard parameters. The 3 top-performing models were chosen for additional optimization and to be incorporated into 2 different ensemble methods: a simple Voting Classifier and a more complex Stacked Generalization. ML showed excellent performance, with ensemble methods resulting in slightly better prediction compared to single models alone. This study confirms that ML is an excellent tool for outcome prediction even in Anesthesiology and proves to be an indispensable tool for the future of Medical Informatics.","['Data-driven research and discovery', 'Measuring outcomes', 'Machine learning and predictive modeling']"
Automated Family Histories Significantly Improve Risk Prediction in an EHR,"We recently demonstrated that electronically constructed family pedigrees (e-pedigrees) have great value in epidemiologic research using electronic health record (EHR) data. Prior to this work, it has been well accepted that family health history is a major predictor for a wide spectrum of diseases, reflecting shared effects of genetics, environment, and lifestyle. With the widespread digitalization of patient data via EHRs, there is an unprecedented opportunity to use machine learning algorithms to better predict disease risk. Although predictive models have previously been constructed for a few important diseases, we currently know very little about how accurately the risk for most diseases can be predicted. It is further unknown if the incorporation of e-pedigrees in machine learning can improve the value of these models. In this study, we devised a family pedigree-driven high-throughput machine learning pipeline to simultaneously predict risks for thousands of diagnosis codes using thousands of input features. Models were built to predict future disease risk for three time windows using both Logistic Regression and XGBoost. For example, we achieved average areas under the receiver operating characteristic curves (AUCs) of 0.82, 0.77 and 0.71 for 1, 6, and 24 months, respectively using XGBoost and without e-pedigrees. When adding e-pedigree features to the XGBoost pipeline, AUCs increased to 0.83, 0.79 and 0.74 for the same three time periods, respectively. E-pedigrees similarly improved the predictions when using Logistic Regression. These results emphasize the potential value of incorporating family health history via e-pedigrees into machine learning with no further human time.","['Secondary use of EHR data', 'Public health informatics', 'Machine learning and predictive modeling']"
Developing an Accurate and Racially Unbiased Risk-based Model to Determine Lung Cancer Screening Eligibility among White and African American Smokers,"Developing an appropriate lung cancer screening (LCS) eligibility standard plays an important role in reducing lung cancer mortality rate. Machine learning (ML) approaches can be used to develop LCS eligibility models by predicting the risk of a smoker's getting lung cancer and classifying the smoker as LCS-eligible if his/her predicted risk exceeded a threshold. However, the training and testing datasets to generate and validate these risk-based ML models may include ingrained racial bias between White and African American (AA) smoker groups. The ML models developed from these datasets will reinforce the racial bias in determining smokers' LCS eligibility. The purpose of this study is to develop a racially unbiased LCS eligibility model to accurately and fairly pinpoint White and AA smokers at high risk. Before and after mitigating the racial bias, we developed ML models to predict lung cancer risk for the identification of LCS-eligible smokers and compared them to the USPSTF criteria in terms of accuracy and fairness. Numerical experiments show that there exists racial bias between White and AA smoker groups in our training and testing datasets. While the ML models can significantly improve the sensitivity of lung cancer prediction without loss of specificity compared to the 2021 USPSTF criteria, the ML model developed based on the biased datasets can lead to unfair LCS eligibility identification. Only the ML model with bias mitigation is an accurate and racially unbiased approach to determine smokers' LCS eligibility.","['Data-driven research and discovery', 'Machine learning and predictive modeling', 'Outcomes research, clinical epidemiology, population health']"
Real-Time Obstructive Sleep Apnea Detection from Raw ECG and SpO2 Signal Using Convolutional Neural Network,"Obstructive sleep apnea is a sleep disorder that is linked with many health complications and severe form of apnea can even be lethal. Overnight polysomnography is the gold standard for diagnosing apnea, which is expensive, time-consuming, and requires manual analysis by a sleep expert. Recently, there have been numerous studies demonstrating the application of artificial intelligence to detect apnea in real time. But the majority of these studies apply data pre-processing and feature extraction techniques resulting in a longer inference time that makes the real-time detection system inefficient. This study proposes a single convolutional neural network architecture that can automatically extract spatial features and detect apnea from both electrocardiogram (ECG) and blood-oxygen saturation (SpO2) signals. Using segments of 10s, the network classified apnea with an accuracy of 94.2% and 96% for ECG and SpO2 respectively. Moreover, the overall performance of both models was consistent with an AUC score of 0.99.","['Data-driven research and discovery', 'Mobile Health, wearable devices and patient-generated health data', 'Machine learning and predictive modeling']"
Automatic Population of the Case Report Forms for an International Multifactorial Adaptive Platform Trial Amid the COVID-19 Pandemic,"Objectives: To automatically populate the case report forms (CRFs) for an international, pragmatic, multifactorial, response-adaptive, Bayesian COVID-19 platform trial. Methods: The locations of focus included 27 hospitals and 2 large electronic health record (EHR) instances (1 Cerner Millennium and 1 Epic) that are part of the same health system in the United States. This paper describes our efforts to use EHR data to automatically populate four of the trial's forms: baseline, daily, discharge, and response-adaptive randomization. Results: Between April 2020 and May 2022, 417 patients from the UPMC health system were enrolled in the trial. A MySQL-based extract, transform, and load pipeline automatically populated 499 of 526 CRF variables. The populated forms were statistically and manually reviewed and then reported to the trial's international data coordinating center. Conclusions: We accomplished automatic population of CRFs in a large platform trial and made recommendations for improving this process for future trials.","['Clinical trials innovations', 'Clinical and research data collection, curation, preservation, or sharing']"
Enhancing Clinical Predictive Modeling through Model Complexity-Driven Class Proportion Tuning for Class Imbalanced Data: An Empirical Study on Opioid Overdose Prediction,"Class imbalance issues are prevalent in the medical field and significantly impact the performance of clinical predictive models. Traditional techniques to address this challenge aim to rebalance class proportions. They generally assume that the rebalanced proportions are derived from the original data, without considering the intricacies of the model utilized. This study challenges the prevailing assumption and introduces a new method that ties the optimal class proportions to model complexity. This approach allows for individualized tuning of class proportions for each model. Our experiments, centered on the opioid overdose prediction problem, highlight the performance gains achieved by this approach. Furthermore, rigorous regression analysis affirms the merits of the proposed theoretical framework, demonstrating a statistically significant correlation between hyperparameters controlling model complexity and the optimal class proportions.","['Data mining and knowledge discovery', 'Secondary use of EHR data', 'Machine learning and predictive modeling']"
Crowdsourcing with Enhanced Data Quality Assurance: An Efficient Approach to Mitigate Resource Scarcity Challenges in Training Large Language Models for Healthcare,"In artificial intelligence, Large Language Models (LLMs) have demonstrated immense potential across various applications, including healthcare. However, their efficacy is hindered by the resource-intensive nature of training and the need for high-quality labeled data, particularly in low-resource domains like healthcare. To address these challenges, we propose a crowdsourcing (CS) framework enriched with quality control measures at the pre-, real-time-, and post-data gathering stages. Our study evaluated the effectiveness in enhancing data quality through its impact on LLMs (Bio-BERT) for predicting autism-related symptoms. The results show that real-time quality control improves data quality by 19% compared to Pre quality control. Fine-tuning Bio-BERT using crowdsourced data also demonstrated notable performance enhancements, increasing precision (ranging 4%-10% across different labels) while maintaining recall. Our findings highlighted the potential of crowdsourcing and quality control in resource-constrained environments and offered insights into optimizing healthcare LLMs for informed decision-making and improved patient care.","['Data quality', 'Natural Language Processing', 'Machine learning and predictive modeling']"
PFERM: A Fair Empirical Risk Minimization Approach with Prior Knowledge,"Fairness is crucial in machine learning to prevent bias based on sensitive attributes in classifier predictions. However, the pursuit of strict fairness often sacrifices accuracy, particularly when significant prevalence disparities exist among groups, making classifiers less practical. For example, Alzheimer's disease (AD) is more prevalent in women than men, making equal treatment inequitable for females. Accounting for prevalence ratios among groups is essential for fair decision-making. In this paper, we introduce prior knowledge for fairness, which incorporates prevalence ratio information into the fairness constraint within the Empirical Risk Minimization (ERM) framework. We develop the Prior-knowledge-guided Fair ERM (PFERM) framework, aiming to minimize expected risk within a specified function class while adhering to a prior-knowledge-guided fairness constraint. This approach strikes a flexible balance between accuracy and fairness. Empirical results confirm its effectiveness in preserving fairness without compromising accuracy.","['Data-driven research and discovery', 'Public health informatics', 'Machine learning and predictive modeling']"
"FHIRing up OpenMRS: Architecture, Implementation and Real-World Use-Cases in Global Health","HL7 FHIR was created almost a decade ago and is seeing increasingly wide use in high income settings. Although some initial work was carried out in low and middle income (LMIC) settings there has been little impact until recently. The need for reliable and easy to implement interoperability between health information systems in LMICs is growing with large scale deployments of EHRs, national reporting systems and mHealth applications. The OpenMRS open source EHR has been deployed in more than 44 LMIC with increasing needs for interoperability with other HIS. We describe here the development and deployment of a new FHIR module supporting the latest standards and its use in interoperability with laboratory systems, mHealth applications, pharmacy dispensing system and as a tool for supporting advanced user interface designs. We also show how it facilitates date science projects and deployment of machine leaning based CDSS and precision medicine in LMICs.","['FHIR', 'Data/system integration, standardization and interoperability', 'Implementation Science']"
Improving Automating Quality Control in Radiology: Leveraging Large Language Models to Extract Correlative Findings in Radiology and Operative Reports,"Radiology plays a pivotal role in medical diagnostics, providing clinicians with insights into patient health and guiding the next steps in treatment. The true value of a radiological image lies in the accuracy of its accompanying report. To ensure the reliability of these reports, they are often cross-referenced with operative findings. The conventional method of manually comparing radiology and operative reports is labor-intensive and demands specialized knowledge. This research presents an innovative method using Natural Language Processing (NLP) to simplify this evaluation by automatically extracting pertinent details from these reports, focusing especially on the shoulder's primary anatomical structures. A fine-tuned Large Language Model efficiently identifies mentions of the supraspinatus tendon, infraspinatus tendon, subscapularis tendon, biceps tendon, and glenoid labrum in radiology and operative documents. Initial findings emphasize the model's capability to pinpoint relevant data, suggesting a transformative approach to the typical evaluation methods in radiology. This novel method not only makes the evaluation process more efficient but also offers potential enhancements to the learning curve for radiologists, promoting ongoing advancements in radiological assessments.","['Natural Language Processing', 'Data-driven research and discovery', 'Machine learning and predictive modeling']"
Leveraging GPT models to intuitively structure free-text clinical notes,"In this pilot study, we","['Informatics research/biomedical informatics research methods', 'Learning healthcare system', 'Knowledge representation, management, or engineering']"
Improving Digital Pathology Pipelines using Shapley-based Data Debugging,"Digital pathology pipelines have gained more prominence in recent years as a powerful method for automatically analyzing biomedical data and making predictions about diagnostic outcomes. However, due to the semi-supervised machine learning methods that are being used for their development, they are susceptible to data quality issues, and specifically mislabeled data examples. In this work, we apply data debugging methods that leverage the Shapley value as a measure of data importance in order to identify the data examples that are most likely causing pipelines to underperform. We show that by using these methods we can observe significant gains in pipeline performance and by removing 10% of the data examples we manage to gain around a 2% increase in pipeline quality scores.","['Data quality', 'Informatics research/biomedical informatics research methods', 'Biomedical informatics and data science workforce education']"
Development and Validation of an Individual Socioeconomic Deprivation Index (ISDI) in the NIH's All of Us Data Network,"Many of the existing composite social determinant of health indices, such as Area Deprivation Index, are constrained by their reliance on geographic approximations and American Community Survey data. This study builds on the body of literature around deprivation indices to construct an individual socioeconomic deprivation index (ISDI) within the NIH's All of Us Data Network by using weighted multiple correspondence analysis on SDOH data elements collected at the participant level. In this study, the correlation between ISDI and another area-approximated index is assessed to the extent possible, along with the changes in an AI models performance due to stratified sampling based on ISDI quintiles. Individual level deprivation indices may have a wide range of utility particularly in the context of precision medicine in both centralized and distributed data networks.","['Social determinants of health', 'Data/system integration, standardization and interoperability', 'Ethical, legal, and social issues']"
